_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
3623545,23580,BP-20508,1068,College St,Gladstone Ave,East,Ln N College W Gladstone,South,NA,09,College West,Ring,Existing,0,310360.297,4834792.255,-79.431068439,43.653052888,"c(-79.4310684439023, 43.6530528915816)"
3623546,23581,BP-20518,1124,College St,College St,North,Ln W Dufferin S College,West,NA,09,College West,Ring,Existing,0,310186.14,4834729.134,-79.433228108,43.652485994,"c(-79.4332281136186, 43.6524859987848)"
3623547,23582,BP-20532,1226,College St,College St,North,Margueretta St,East,NA,09,College West,Ring,Existing,0,309852.307,4834639.455,-79.437367477,43.65168111,"c(-79.4373674720449, 43.6516811088412)"
3623548,23583,BP-20534,48,Margueretta St,College St,North,Margueretta St,West,NA,09,College West,Ring,Existing,0,309821.085,4834630.721,-79.43775461,43.651602699,"c(-79.4377546064506, 43.651602702424)"
3623549,23584,BP-20539,10,Grenville St,Wood St,North,Yonge St,East,NA,13,Downtown Yonge,Ring,Existing,0,314222.417,4835806.44,-79.383171733,43.662143006,"c(-79.3831717370854, 43.6621430090682)"
3623550,23585,BP-20551,457,Church St,Church St,East,Alexander St,North,NA,13,Church-Wellesley Village,Ring,Existing,0,314466.247,4836017.481,-79.38014472,43.664039525,"c(-79.3801447235578, 43.6640395272315)"
3623551,23586,BP-20565,411,Church St,Wood St,South,Church St,West,NA,13,Downtown Yonge,Ring,Existing,0,314459.63,4835863.63,-79.38022952,43.662654745,"c(-79.3802295231583, 43.662654750972)"
3623552,23587,BP-20575,425,Church St,Church St,East,Wood St,North,NA,13,Church-Wellesley Village,Ring,Existing,0,314501.271,4835900.509,-79.379712555,43.662986171,"c(-79.379712551607, 43.6629861685945)"
3623553,23588,BP-20602,29,St Joseph St,St Joseph St,South,St Nicholas St,West,NA,13,NA,Ring,Existing,0,313931.749,4836208.315,-79.386768915,43.665764038,"c(-79.3867689148836, 43.6657640419005)"
3623554,23589,BP-20611,1033,Bay St,Bay St,East,St Joseph St,North,NA,13,NA,Ring,Existing,0,313856.86,4836227.772,-79.387697185,43.665940097,"c(-79.3876971888712, 43.6659400966174)"
3623555,23590,BP-20613,956,Bay St,Bay St,West,Wellesley St W,North,NA,11,NA,Ring,Existing,0,313884.77,4836067.389,-79.387353817,43.664496093,"c(-79.3873538120321, 43.6644960973276)"
3623556,23591,BP-20615,956,Bay St,Bay St,West,Wellesley St W,North,NA,11,NA,Ring,Existing,0,313881.45,4836076.105,-79.387394834,43.664574589,"c(-79.3873948314925, 43.6645745934044)"
3623557,23592,BP-20629,4A,Wellesley St W,Wellesley St W,North,Ln W Yonge N Wellesley,East,NA,13,NA,Ring,Existing,0,314087.398,4836116.472,-79.384840496,43.664935404,"c(-79.3848404958411, 43.6649354056884)"
3623558,23593,BP-20634,12,Wellesley St W,Wellesley St W,North,St Luke Lane,West,NA,13,NA,Ring,Existing,0,314047.661,4836104.491,-79.385333416,43.664828052,"c(-79.3853334208394, 43.6648280561769)"
3623559,23594,BP-20645,361,University Ave,University Ave,East,Michael Sweet Ave,East,NA,10,NA,Ring,Existing,0,313922.97,4834701.465,-79.386903229,43.652200496,"c(-79.3869032334826, 43.6522004953496)"
3623560,23595,BP-20646,361,University Ave,University Ave,East,Michael Sweet Ave,East,NA,10,NA,Ring,Existing,0,313922.309,4834703.78,-79.386911392,43.652221342,"c(-79.3869113887329, 43.6522213415604)"
3623561,23596,BP-20647,361,University Ave,University Ave,East,Armoury St,South,NA,10,NA,Ring,Existing,0,313912.582,4834734.667,-79.387031457,43.652499485,"c(-79.3870314522888, 43.6524994851967)"
3623562,23597,BP-20663,425,University Ave,University Ave,East,Dundas St W,South,NA,10,NA,Ring,Existing,0,313858.462,4834903.371,-79.387699544,43.654018703,"c(-79.3876995462219, 43.6540187082183)"
3623563,23598,BP-20701,438,University Ave,University Ave,West,Dundas St W,South,NA,10,NA,Ring,Existing,0,313793.864,4834955.051,-79.38849953,43.65448468,"c(-79.3884995246996, 43.6544846812952)"
3623564,23599,BP-31682,481,Roncesvalles Ave,Roncesvalles Ave,East,Boustead Ave,South,NA,04,Roncesvalles Village,Ring,Existing,0,308704.727,4834834.62,-79.451592395,43.653444762,"c(-79.4515923951482, 43.6534447675092)"
3623565,23600,BP-31685,387,Roncesvalles Ave,Roncesvalles Ave,East,Neepawa Ave,North,NA,04,Roncesvalles Village,Ring,Existing,0,308782.091,4834522.132,-79.4506356,43.650631538,"c(-79.4506356039728, 43.6506315418196)"
3623566,23601,BP-31702,220,Elizabeth St,College St,South,Elizabeth St,West,NA,11,NA,Ring,Existing,0,313824.427,4835594.498,-79.388109939,43.660240187,"c(-79.3881099365273, 43.6602401865297)"
3623567,23602,BP-31704,101,College St,College St,South,Elizabeth St,West,NA,11,NA,Ring,Existing,0,313808.851,4835591.142,-79.388303113,43.660210164,"c(-79.3883031124203, 43.6602101669333)"
3623568,23603,BP-31720,101,College St,College St,South,University Ave,East,NA,11,NA,Ring,Existing,0,313742.884,4835570.912,-79.389121347,43.660028868,"c(-79.3891213426075, 43.6600288662938)"
3623569,23604,BP-31756,5295,Yonge St,Yonge St,East,McKee Ave,South,NA,18,NA,Ring,Existing,0,311752.755,4848102.067,-79.413634146,43.772846155,"c(-79.4136341435515, 43.7728461532861)"
3623570,23606,BP-31772,20,Church Ave,Church Ave,North,Ln E Yonge N Mckee,East,NA,18,NA,Ring,Existing,0,311779.448,4848231.472,-79.413300891,43.774010696,"c(-79.4133008856126, 43.7740106969043)"
3623571,23607,BP-31786,20,Church Ave,Church Ave,North,Ln E Yonge N Mckee,East,NA,18,NA,Ring,Existing,0,311775.176,4848230.32,-79.413353969,43.774000363,"c(-79.4133539675598, 43.7740003678151)"
3623572,23608,BP-31798,5515A,Yonge St,Yonge St,East,Olive Ave,South,NA,18,NA,Ring,Existing,0,311641.634,4848710.227,-79.415006717,43.77832133,"c(-79.4150067139033, 43.778321329457)"
3623573,23609,BP-31811,518,King St E,King St E,North,St Lawrence St,West,NA,13,NA,Ring,Existing,0,316326.687,4835171.576,-79.357094581,43.656398754,"c(-79.3570945839658, 43.6563987533493)"
3623574,23610,BP-31856,459,King St E,King St E,South,Gilead Pl,East,NA,13,NA,Ring,Existing,0,316008.592,4834894.864,-79.361043995,43.653912835,"c(-79.3610439900619, 43.6539128400764)"
3623575,23611,BP-31864,340,King St E,King St E,North,Power St,West,NA,13,NA,Ring,Existing,0,315871.4,4834802.203,-79.362746688,43.653080817,"c(-79.3627466919097, 43.6530808225602)"
3623576,23613,BP-31871,475,King St E,King St E,South,Wilkins Ave,East,NA,13,NA,Ring,Existing,0,316032.589,4834915.522,-79.36074606,43.654098427,"c(-79.3607460638189, 43.6540984275186)"
3623577,23614,BP-31879,158,Eastern Ave,Eastern Ave,North,Rolling Mills Rd,East,NA,13,NA,Ring,Existing,0,316410.863,4834982.326,-79.356055057,43.654693945,"c(-79.3560550601985, 43.6546939432817)"
3623578,23615,BP-31894,2,Forest Laneway,Doris Ave,West,Forest Laneway,North,NA,18,NA,Ring,Existing,0,312154.485,4847026.546,-79.408658665,43.763161334,"c(-79.4086586657485, 43.7631613327552)"
3623579,23616,BP-31907,2070,Dundas St W,Dundas St W,North,Lynd Ave,East,NA,04,NA,Ring,Existing,0,308993.161,4834693.556,-79.44801772,43.652173432,"c(-79.4480177234502, 43.6521734304286)"
3623580,23617,BP-31914,314,Roncesvalles Ave,Roncesvalles Ave,West,Constance St,North,NA,04,Roncesvalles Village,Ring,Existing,0,308791.004,4834438.677,-79.450525733,43.64988028,"c(-79.4505257297272, 43.649880285709)"
3623581,23618,BP-31925,2112,Dundas St W,Dundas St W,East,Golden Ave,East,NA,04,NA,Ring,Existing,0,308923.359,4834737.536,-79.448882722,43.652569696,"c(-79.4488827170674, 43.6525697002172)"
3623582,23619,BP-31933,89,Howard Park Ave,Howard Park Ave,South,Sunnyside Ave,East,NA,04,NA,Ring,Existing,0,308631.03,4834579.6,-79.452507835,43.65114962,"c(-79.4525078387669, 43.6511496251451)"
3623583,23620,BP-31942,2160,Dundas St W,Dundas St W,East,Ritchie Ave,North,NA,04,NA,Ring,Existing,0,308819.394,4834802.372,-79.450171082,43.653153879,"c(-79.4501710881945, 43.6531538810637)"
3623584,23621,BP-31946,2238,Dundas St W,Dundas St W,East,Roncesvalles Ave,North,NA,04,NA,Ring,Existing,0,308686.16,4834927.335,-79.451821901,43.654279421,"c(-79.4518219063436, 43.6542794251568)"
3623585,23622,BP-31952,68,Howard Park Ave,Howard Park Ave,North,Roncesvalles Ave,West,NA,04,Roncesvalles Village,Ring,Existing,0,308715.76,4834617.389,-79.451457193,43.651489332,"c(-79.451457192081, 43.6514893362077)"
3623586,23623,BP-31967,382,Roncesvalles Ave,Roncesvalles Ave,West,Neepawa Ave,North,NA,04,Roncesvalles Village,Ring,Existing,0,308768.778,4834518.783,-79.45080067,43.650601463,"c(-79.4508006644785, 43.6506014674206)"
3623587,23624,BP-30018,2014A,Eglinton Ave W,Eglinton Ave W,North,Nairn Ave,East,NA,08,Fairbank Village,Ring,Existing,0,308379.578,4839405.752,-79.455592992,43.69459263,"c(-79.4555929946236, 43.6945926309168)"
3623588,23625,BP-30025,1669,Eglinton Ave W,Eglinton Ave W,South,Glenholme Ave,West,NA,12,York-Eglinton,Ring,Existing,0,309155.245,4839620.582,-79.445968612,43.696522229,"c(-79.445968605981, 43.6965222338716)"
3623589,23626,BP-30027,438,Rogers Rd,Rogers Rd,North,Rosethorn Ave,East,NA,05,NA,Ring,Existing,0,307695.149,4838083.412,-79.464090882,43.682692837,"c(-79.4640908836453, 43.6826928363336)"
3623590,23627,BP-30038,2508A,Eglinton Ave W,Eglinton Ave W,North,Kane Ave,North,NA,05,NA,Ring,Existing,0,307179.846,4839037.045,-79.470478075,43.691278598,"c(-79.4704780800777, 43.6912786043026)"
3623591,23628,BP-30039,1951,Eglinton Ave W,Eglinton Ave W,South,Ennerdale Rd,East,NA,09,Fairbank Village,Ring,Existing,0,308574.007,4839447.139,-79.453180687,43.694964203,"c(-79.4531806867032, 43.6949642047447)"
3623592,23629,BP-30041,1741,Eglinton Ave W,Eglinton Ave W,South,Locksley Ave,South,NA,12,York-Eglinton,Ring,Existing,0,309059.121,4839594.032,-79.44716133,43.696283801,"c(-79.4471613346223, 43.6962838072268)"
3623593,23630,BP-30043,1969,Eglinton Ave W,Eglinton Ave W,South,Hartley Ave,West,NA,09,Fairbank Village,Ring,Existing,0,308471.599,4839415.934,-79.454451351,43.694683828,"c(-79.4544513449383, 43.6946838328479)"
3623594,23631,BP-30060,2026A,Eglinton Ave W,Eglinton Ave W,North,Nairn Ave,North,NA,08,Fairbank Village,Ring,Existing,0,308350.143,4839396.756,-79.455958212,43.694511797,"c(-79.4559582141975, 43.694511796599)"
3623595,23632,BP-30988,92,Queens Quay W,Queens Quay W,North,York St,East,NA,10,The Waterfront,Ring,Existing,0,314558.347,4833402.468,-79.379049993,43.640499706,"c(-79.3790499927674, 43.6404997076994)"
3623596,23633,BP-31001,181,University Ave,University Ave,East,Adelaide St W,North,NA,10,Financial District,Ring,Existing,0,314026.746,4834389.483,-79.385622064,43.64939096,"c(-79.3856220621769, 43.6493909584252)"
3623597,23634,BP-31002,200,University Ave,Richmond St W,South,University Ave,West,NA,10,Financial District,Ring,Existing,0,313958.723,4834441.475,-79.386464415,43.649859796,"c(-79.3864644156546, 43.6498597969297)"
3623598,23635,BP-31012,88,University Ave,University Ave,West,King St W,South,NA,10,Financial District,Ring,Existing,0,314104.176,4834139.53,-79.384666515,43.64714008,"c(-79.3846665200458, 43.6471400804907)"
3623599,23636,BP-31016,88,University Ave,University Ave,West,King St W,South,NA,10,Financial District,Ring,Existing,0,314112.315,4834120.242,-79.38456596,43.646966357,"c(-79.3845659626286, 43.6469663606527)"
3623600,23637,BP-31027,145,Queen St W,Richmond St W,North,Ln W York S Richmond,West,NA,10,Toronto Entertainment District,Ring,Existing,0,314055.3,4834498.832,-79.385266229,43.650374888,"c(-79.3852662239784, 43.6503748916866)"
3623601,23639,BP-31062,16,Hendon Ave,Yonge St,West,Hendon Ave,North,NA,18,NA,Ring,Existing,0,311489.165,4849130.704,-79.41689558,43.782107494,"c(-79.4168955847477, 43.7821074973944)"
3623602,23640,BP-31070,100,Cooperage St,Cherry St,East,Eastern Ave,South,NA,13,NA,Ring,Existing,0,316238.998,4834851.562,-79.358188506,43.653519552,"c(-79.3581885089864, 43.6535195567503)"
3623603,23641,BP-31075,461,Cherry St,Cherry St,East,Front St E,North,NA,13,NA,Ring,Existing,0,316257.528,4834793.934,-79.357960014,43.653000537,"c(-79.3579600122357, 43.6530005429539)"
3623604,23642,BP-31076,461,Cherry St,Cherry St,East,Front St E,North,NA,13,NA,Ring,Existing,0,316253.946,4834807.03,-79.358004145,43.653118475,"c(-79.3580041407293, 43.6531184795311)"
3623605,23644,BP-31094,30,Harbour St,Bay St,East,Harbour St,North,NA,10,The Waterfront,Ring,Existing,0,314689.387,4833609.057,-79.37742204,43.64235756,"c(-79.3774220381309, 43.6423575586418)"
3623606,23645,BP-31099,30,Lake Shore Blvd W,Lake Shore Blvd W,North,Bay St,East,NA,10,NA,Ring,Existing,0,314662.837,4833731.274,-79.377748891,43.643458029,"c(-79.3777488912111, 43.6434580293443)"
3623607,23646,BP-31127,30,Bay St,Harbour St,North,Bay St,West,NA,10,The Waterfront,Ring,Existing,0,314651.672,4833575.971,-79.37789012,43.642060235,"c(-79.3778901139309, 43.6420602401509)"
3623608,23650,BP-31188,54,Kensington Ave,Kensington Ave,West,St Andrew St,West,NA,11,Kensington Market,Ring,Existing,0,312825.974,4834906.659,-79.400499536,43.654060163,"c(-79.4004995386349, 43.654060162508)"
3623609,23651,BP-31217,14,Clinton St,Henderson Ave,South,Clinton St,West,NA,11,NA,Ring,Existing,0,311760.092,4834908.062,-79.413713574,43.654083523,"c(-79.4137135707298, 43.6540835292804)"
3623610,23652,BP-31221,672,Dupont St,Dupont St,North,Willowvale Lane,West,NA,11,NA,Ring,Existing,0,311069.372,4836849.489,-79.422254084,43.671565101,"c(-79.422254085369, 43.6715651036605)"
3623611,23653,BP-31257,2454,Yonge St,Yonge St,West,Erskine Ave,West,NA,08,Uptown Yonge,Ring,Existing,0,312907.029,4841246.121,-79.399399368,43.711122662,"c(-79.3993993697204, 43.7111226605929)"
3623612,23654,BP-31258,603,Markham St,Markham St,East,Bloor St W,South,NA,11,Mirvish Village,Ring,Existing,0,311886.215,4836056.87,-79.412134904,43.664423143,"c(-79.4121349082036, 43.6644231459664)"
3623613,23655,BP-31272,2725,Yonge St,Yonge St,East,Alexandra Blvd,North,NA,15,Uptown Yonge,Ring,Existing,0,312814.639,4841956.638,-79.400535263,43.717519204,"c(-79.4005352639358, 43.7175192026202)"
3623614,23656,BP-31275,1932R,Yonge St,Yonge St,West,Davisville Ave,North,NA,12,Midtown Yonge,Ring,Existing,0,313116.206,4839873.59,-79.396824874,43.698765834,"c(-79.3968248745868, 43.6987658376594)"
3623615,23657,BP-31277,287,Harbord St,Harbord St,South,Frank Kovac Lane,West,NA,11,NA,Ring,Existing,0,311709.735,4835623.377,-79.414328708,43.660522792,"c(-79.4143287076347, 43.6605227925287)"
3623616,23658,BP-27971,757,Queen St W,Queen St W,South,Euclid Ave,South,NA,10,West Queen West,Ring,Existing,0,312257.315,4834056.511,-79.407561105,43.646413604,"c(-79.4075611064424, 43.6464136018263)"
3623617,23659,BP-27986,79,Manning Ave,Manning Ave,East,Ln N Robinson W Manning,East,NA,10,NA,Ring,Existing,0,312083.891,4834280.005,-79.409707806,43.648427071,"c(-79.4097078081962, 43.6484270687164)"
3623618,23660,BP-27991,765,Queen St W,Queen St W,South,Euclid Ave,West,NA,10,West Queen West,Ring,Existing,0,312225.762,4834047.844,-79.407952345,43.646335903,"c(-79.4079523476675, 43.646335902676)"
3623619,23661,BP-27996,14,Markham St,Markham St,West,Wolseley St,South,NA,10,NA,Ring,Existing,0,312418.644,4834190.426,-79.405559428,43.647617383,"c(-79.4055594291944, 43.6476173836269)"
3623620,23662,BP-27997,735,Queen St W,Tecumseth St,West,Queen St W,South,NA,10,West Queen West,Ring,Existing,0,312331.517,4834070.552,-79.406641123,43.646539237,"c(-79.4066411236396, 43.6465392423955)"
3623621,23663,BP-28013,735,Queen St W,Tecumseth St,West,Queen St W,South,NA,10,West Queen West,Ring,Existing,0,312332.268,4834068.645,-79.406631838,43.646522065,"c(-79.4066318410238, 43.6465220692077)"
3623622,23664,BP-28030,671,Queen St W,Queen St W,South,Markham St,East,NA,10,West Queen West,Ring,Existing,0,312491.839,4834121.17,-79.404653089,43.646993235,"c(-79.4046530926241, 43.6469932327023)"
3623623,23665,BP-22109,20,Baldwin St,Baldwin St,North,Henry St,East,NA,11,NA,Ring,Existing,0,313421.934,4835138.551,-79.393107553,43.656140833,"c(-79.393107549545, 43.6561408312362)"
3623624,23666,BP-22123,311X,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313856.066,4833178.729,-79.387758158,43.638494628,"c(-79.3877581592429, 43.6384946302235)"
3623625,23667,BP-22126,19,Baldwin St,Baldwin St,South,Henry St,East,NA,11,NA,Ring,Existing,0,313432.384,4835130.349,-79.392978125,43.656066876,"c(-79.3929781245594, 43.6560668810559)"
3623626,23668,BP-22143,522,University Ave,Simcoe St,East,Elm St,South,NA,11,NA,Ring,Existing,0,313707.804,4835089.476,-79.389564223,43.655695722,"c(-79.389564225057, 43.655695721711)"
3623627,23669,BP-22145,16,Baldwin St,Baldwin St,North,Mc Caul St,West,NA,11,NA,Ring,Existing,0,313447.652,4835145.954,-79.392788592,43.656207171,"c(-79.3927885865967, 43.6562071695413)"
3623628,23670,BP-22151,64,Gerrard St E,Gerrard St E,North,Church St,West,NA,13,NA,Ring,Existing,0,314565.325,4835550.178,-79.37892468,43.659831888,"c(-79.3789246758795, 43.6598318873662)"
3623629,23671,BP-22161,44,Gerrard St E,Gerrard St E,North,Church St,West,NA,13,NA,Ring,Existing,0,314514.945,4835535.022,-79.379549584,43.659696122,"c(-79.379549583371, 43.6596961231363)"
3623630,23672,BP-22182,295,Jarvis St,Jarvis St,East,Gould St,East,NA,13,NA,Ring,Existing,0,314863.297,4835465.787,-79.375231855,43.65906828,"c(-79.3752318533077, 43.6590682838805)"
3623631,23673,BP-22194,46,Gerrard St E,Gerrard St E,North,Church St,West,NA,13,NA,Ring,Existing,0,314530.612,4835540.154,-79.37935525,43.659742107,"c(-79.3793552445298, 43.6597421131051)"
3623632,23674,BP-22199,125,Bond St,Bond St,East,Ln S Gould E Bond,North,NA,13,NA,Ring,Existing,0,314581.968,4835285.669,-79.378723124,43.657450735,"c(-79.3787231204573, 43.657450736345)"
3623633,23675,BP-22220,300-304,Jarvis St,Jarvis St,West,Gerrard St E,North,NA,13,NA,Ring,Existing,0,314776.092,4835702.937,-79.37630866,43.661204117,"c(-79.3763086656004, 43.6612041230352)"
3623634,23676,BP-22227,491,Bay St,Bay St,East,Hagerman St,South,NA,13,Downtown Yonge,Ring,Existing,0,314246.969,4834898.88,-79.382883192,43.653973446,"c(-79.3828831974011, 43.6539734501882)"
3623635,23677,BP-22236,135,Dundas St E,Dundas St E,South,Mutual St,West,NA,13,NA,Ring,Existing,0,314809.537,4835202.9,-79.37590326,43.656702674,"c(-79.3759032598421, 43.6567026772352)"
3623636,23678,BP-22245,491,Bay St,Bay St,East,Hagerman St,South,NA,13,Downtown Yonge,Ring,Existing,0,314244.925,4834905.747,-79.382908416,43.654035285,"c(-79.3829084173092, 43.6540352883261)"
3623637,23679,BP-22246,274,Dundas St E,Dundas St E,North,Pembroke St,East,NA,13,NA,Ring,Existing,0,315135.269,4835387.351,-79.371861362,43.658358523,"c(-79.3718613624776, 43.6583585258017)"
3623638,23680,BP-22255,491,Bay St,Bay St,East,Hagerman St,South,NA,13,Downtown Yonge,Ring,Existing,0,314244.63,4834906.655,-79.382912059,43.65404346,"c(-79.382912058626, 43.6540434652857)"
3623639,23681,BP-22264,155,Wellesley St E,Homewood Ave,East,Wellesley St E,North,NA,13,NA,Ring,Existing,0,314811.688,4836312.667,-79.375856016,43.666692015,"c(-79.375856010437, 43.6666920186813)"
3623640,23682,BP-22265,60,Carlton St,Church St,West,Carlton St,North,NA,13,Downtown Yonge,Ring,Existing,0,314514.296,4835802.947,-79.379552812,43.662107807,"c(-79.3795528088291, 43.6621078115496)"
3623641,23684,BP-22270,28,Wood St,Church St,West,Wood St,South,NA,13,Downtown Yonge,Ring,Existing,0,314496.569,4835863.344,-79.379771516,43.66265169,"c(-79.3797715198563, 43.6626516958027)"
3623642,23685,BP-22296,154,Wellesley St E,Homewood Ave,West,Wellesley St E,North,NA,13,NA,Ring,Existing,0,314800.113,4836313.311,-79.375999521,43.666697965,"c(-79.3759995270839, 43.6666979713105)"
3623643,23686,BP-21503,2376,Dundas St W,Dundas St W,East,Edna Ave,North,NA,04,NA,Ring,Existing,0,308615.642,4835301.434,-79.452693498,43.657647182,"c(-79.452693499087, 43.6576471860762)"
3623644,23687,BP-21508,2733,Dundas St W,Dundas St W,South,Watkinson Ave,South,NA,04,NA,Ring,Existing,0,308009.83,4836100.944,-79.460199629,43.664846708,"c(-79.4601996277518, 43.6648467104569)"
3623645,23688,BP-21390,55,Lombard St,Lombard St,South,Church St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314889.598,4834658.522,-79.374920849,43.651801465,"c(-79.3749208485581, 43.6518014673637)"
3623646,23689,BP-21396,317,Adelaide St E,Adelaide St E,South,Frederick St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315335.275,4834669.345,-79.369395663,43.65189271,"c(-79.369395663976, 43.6518927100899)"
3623647,23690,BP-21437,70,Adelaide St E,Adelaide St E,North,Spice Mill Lane,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314832.98,4834580.8,-79.375624171,43.651102626,"c(-79.3756241750522, 43.6511026311613)"
3623648,23691,BP-21443,119,Front St E,Front St E,South,George St S,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315244.538,4834420.534,-79.370525332,43.649654354,"c(-79.3705253263114, 43.6496543578665)"
3623649,23692,BP-21445,105,Front St E,Front St E,South,Jarvis St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315188.974,4834391.414,-79.371214682,43.649393019,"c(-79.3712146782356, 43.6493930169058)"
3623650,23693,BP-21462,107,Front St E,Front St E,South,Jarvis St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315195.227,4834394.542,-79.371137099,43.649421081,"c(-79.3711371038779, 43.6494210857454)"
3623651,23694,BP-21466,173A,Front St E,Front St E,South,Sherbourne St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315423.579,4834482.473,-79.368304656,43.650209354,"c(-79.3683046499531, 43.6502093564294)"
3623652,23695,BP-21190,108,Kenwood Ave,Kenwood Ave,West,Maplewood Ave,North,NA,12,NA,Ring,Existing,0,310969.791,4838452.729,-79.423470642,43.685997188,"c(-79.4234706395008, 43.6859971945036)"
3623653,23696,BP-21192,119,Vaughan Rd,Vaughan Rd,East,Louise Ave,East,NA,12,NA,Ring,Existing,0,311143.592,4838278.885,-79.421316885,43.684430903,"c(-79.4213168796828, 43.6844309092719)"
3623654,23697,BP-21323,105,Front St E,Front St E,South,Jarvis St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315192.121,4834392.85,-79.371175636,43.6494059,"c(-79.3711756394037, 43.6494058988743)"
3623655,23698,BP-20714,55,Centre Ave,Centre Ave,East,Dundas St W,South,NA,10,NA,Ring,Existing,0,313929.712,4834958.5,-79.386815309,43.654514074,"c(-79.3868153084301, 43.654514071803)"
3623656,23699,BP-20715,55,Centre Ave,Centre Ave,East,Dundas St W,South,NA,10,NA,Ring,Existing,0,313929.051,4834961.543,-79.386823456,43.654541471,"c(-79.3868234516548, 43.6545414709854)"
3623657,23700,BP-20720,84,Elizabeth St,Armoury St,East,Chestnut St,East,NA,10,NA,Ring,Existing,0,314058.36,4834889.043,-79.385221599,43.653887275,"c(-79.3852216016074, 43.6538872756675)"
3623658,23701,BP-20722,84,Elizabeth St,Armoury St,East,Chestnut St,East,NA,10,NA,Ring,Existing,0,314058.878,4834887.911,-79.3852152,43.653877081,"c(-79.3852151992413, 43.6538770797052)"
3623659,23702,BP-20728,80,Chestnut St,Chestnut St,West,Armoury St,North,NA,10,NA,Ring,Existing,0,314023.927,4834923.303,-79.385647888,43.654196089,"c(-79.3856478908427, 43.6541960893013)"
3623660,23703,BP-20788,50,Queen St W,James St,West,Albert St,South,NA,13,Downtown Yonge,Ring,Existing,0,314386.232,4834787.78,-79.381158687,43.652971616,"c(-79.38115868947, 43.6529716198071)"
3623661,23704,BP-20789,169,Church St,Church St,East,Shuter St,South,NA,13,NA,Ring,Existing,0,314787.729,4834949.408,-79.376178321,43.654421202,"c(-79.3761783200559, 43.6544212047571)"
3623662,23710,BP-20826,50,Queen St W,James St,West,Queen St W,North,NA,13,Downtown Yonge,Ring,Existing,0,314409.324,4834713.37,-79.380873736,43.652301526,"c(-79.3808737405716, 43.6523015322609)"
3623663,23711,BP-20831,50,Queen St W,James St,West,Queen St W,North,NA,13,Downtown Yonge,Ring,Existing,0,314402.642,4834734.337,-79.380956202,43.65249035,"c(-79.3809562039934, 43.6524903496213)"
3623664,23715,BP-20857,25,Bond St,Bond St,East,Queen St E,North,NA,13,NA,Ring,Existing,0,314720.067,4834833.039,-79.377019282,43.653374635,"c(-79.3770192872918, 43.6533746339211)"
3623665,23716,BP-20896,222,Bremner Blvd,Bremner Blvd,North,Lower Simcoe St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,314124.349,4833612.951,-79.38442554,43.642399904,"c(-79.3844255459171, 43.6423999050816)"
3623666,23718,BP-20900,335,Bremner Blvd,Bremner Blvd,South,Navy Wharf Crt,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313510.23,4833420.894,-79.392040573,43.640678569,"c(-79.3920405766819, 43.6406785732797)"
3623667,23719,BP-20902,222,Bremner Blvd,Bremner Blvd,North,Lower Simcoe St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,314116.395,4833610.301,-79.384524177,43.642376146,"c(-79.3845241805113, 43.6423761511202)"
3623668,23720,BP-20903,288,Bremner Blvd,Bremner Blvd,North,Lower Simcoe St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,314041.686,4833590.5,-79.385450528,43.642198842,"c(-79.3854505281921, 43.642198846916)"
3623669,23721,BP-20914,310,Front St W,Front St W,North,Windsor St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313635.754,4833754.83,-79.390479309,43.643682973,"c(-79.3904793051122, 43.6436829708256)"
3623670,23722,BP-20917,83,Navy Wharf Crt,Blue Jays Way,South,Navy Wharf Crt,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313591.9,4833546.688,-79.391026274,43.641809932,"c(-79.3910262686109, 43.6418099298426)"
3623671,23723,BP-20923,115,Winona Dr,Winona Dr,East,Benson Ave,South,NA,12,NA,Ring,Existing,0,310333.113,4837534.568,-79.431377336,43.677737562,"c(-79.4313773331445, 43.6777375616216)"
3623672,23724,BP-20927,379,St Clair Ave W,St Clair Ave W,South,Wells Hill Ave,East,NA,12,NA,Ring,Existing,0,311629.674,4838184.329,-79.415288938,43.683575469,"c(-79.4152889366281, 43.6835754734473)"
