_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
3614879,12989,BP-21473,89,King St E,King St E,South,Church St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314893.972,4834429.488,-79.374870903,43.649739797,"c(-79.3748709050558, 43.6497397953012)"
3614880,12990,BP-21483,2829,Dundas St W,Dundas St W,South,Heintzman St,West,NA,04,Junction Gardens,Ring,Existing,0,307728.6,4836155.603,-79.463686446,43.665339874,"c(-79.4636864492962, 43.6653398754181)"
3614881,12991,BP-21491,407,Keele St,Keele St,East,Vine Ave,East,NA,04,Junction Gardens,Ring,Existing,0,307625.625,4836295.953,-79.464962566,43.666603606,"c(-79.4649625659623, 43.6666036112664)"
3614882,12992,BP-21388,111,Lombard St,Jarvis St,West,Lombard St,South,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315077.686,4834718.07,-79.372588029,43.652334901,"c(-79.3725880238304, 43.6523349039133)"
3614883,12993,BP-21182,20,Toronto St,Toronto St,West,Court St,North,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314771.878,4834508.458,-79.376382977,43.65045228,"c(-79.3763829719275, 43.6504522778594)"
3614884,12994,BP-21321,101,Church St,Church St,East,Richmond St E,South,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314859.2,4834712.484,-79.375296688,43.652287606,"c(-79.3752966818512, 43.6522876092293)"
3614885,12995,BP-21326,31,Adelaide St E,Adelaide St E,South,Toronto St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314740.748,4834535.933,-79.376768365,43.650700003,"c(-79.376768370447, 43.6507000063334)"
3614886,12996,BP-21337,50,Adelaide St E,Adelaide St E,North,Toronto St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314772.349,4834562.257,-79.376376135,43.650936535,"c(-79.3763761398884, 43.6509365346267)"
3614887,12998,BP-21346,314,Adelaide St E,Adelaide St E,North,Frederick St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315329.567,4834685.314,-79.369466108,43.652036532,"c(-79.3694661137515, 43.6520365332373)"
3614888,12999,BP-32104,2305,Queen St E,Queen St E,South,Glen Manor Dr,West,NA,19,The Beach,Ring,Existing,0,321573.327,4836876.709,-79.291995229,43.671647312,"c(-79.2919952253199, 43.6716473121972)"
3614889,13027,BP-44867,1251,Davenport Rd,Westmoreland Ave N,West,Davenport Rd,South,NA,09,NA,Ring,Existing,0,309968.915,4837118.443,-79.435898163,43.673994514,"c(-79.4358981669698, 43.6739945115612)"
3614890,13028,BP-44882,790,Lawrence Ave W,Lawrence Ave W,North,Via Bagnato,West,NA,08,NA,Ring,Existing,0,308601.696,4841606.06,-79.452821942,43.714397096,"c(-79.45282194691, 43.7143970995735)"
3614891,13030,BP-44868,1251,Davenport Rd,Westmoreland Ave N,West,Davenport Rd,South,NA,09,NA,Ring,Existing,0,309969.728,4837115.787,-79.435888116,43.673970594,"c(-79.4358881100813, 43.6739705984054)"
3614892,13031,BP-44897,175,River St,River St,East,Oak St,South,NA,13,NA,Ring,Existing,0,316212.363,4835824.637,-79.358498142,43.662278926,"c(-79.3584981399147, 43.662278927233)"
3614893,13033,BP-44862,1114,St Clair Ave W,St Clair Ave W,North,Northcliffe Blvd,West,NA,09,Regal Heights Village,Ring,Existing,0,309549.148,4837616.916,-79.441099473,43.678484221,"c(-79.4410994781301, 43.6784842250282)"
3614894,13035,BP-44898,175,River St,River St,East,Oak St,South,NA,13,NA,Ring,Existing,0,316213.087,4835822.268,-79.358489213,43.662257591,"c(-79.3584892131542, 43.6622575920055)"
3614895,13036,BP-44861,1710,St Clair Ave W,St Clair Ave W,North,Silverthorn Ave,East,NA,09,St. Clair Gardens,Ring,Existing,0,308061.987,4837164.26,-79.459546474,43.674417739,"c(-79.4595464779759, 43.6744177402137)"
3614896,13037,BP-44965,60,Mill St,Mill St,North,Trinity St,East,NA,13,NA,Ring,Existing,0,316133.761,4834561.464,-79.359499238,43.6509099,"c(-79.3594992363679, 43.6509098995511)"
3614897,13040,BP-44966,60,Mill St,Mill St,North,Trinity St,East,NA,13,NA,Ring,Existing,0,316134.725,4834561.759,-79.359487282,43.650912538,"c(-79.3594872798339, 43.6509125402561)"
3614898,13041,BP-44980,60,Mill St,Mill St,North,Trinity St,East,NA,13,NA,Ring,Existing,0,316151.784,4834567.409,-79.359275682,43.650963132,"c(-79.3592756871124, 43.6509631376559)"
3614899,13042,BP-44978,60,Mill St,Mill St,North,Trinity St,East,NA,13,NA,Ring,Existing,0,316149.885,4834566.828,-79.359299241,43.650957934,"c(-79.3592992405263, 43.6509579368586)"
3614900,13043,BP-44975,60,Mill St,Mill St,North,Trinity St,East,NA,13,NA,Ring,Existing,0,316147.161,4834565.902,-79.359333032,43.650949641,"c(-79.359333028404, 43.6509496431817)"
3614901,13044,BP-44979,60,Mill St,Mill St,North,Trinity St,East,NA,13,NA,Ring,Existing,0,316150.775,4834567.162,-79.359288203,43.650960927,"c(-79.3592882005053, 43.6509609297237)"
3614902,13046,BP-44982,60,Mill St,Mill St,North,Trinity St,East,NA,13,NA,Ring,Existing,0,316153.638,4834568.037,-79.359252687,43.650968764,"c(-79.3592526905551, 43.6509687621978)"
3614903,13049,BP-44971,60,Mill St,Mill St,North,Trinity St,East,NA,13,NA,Ring,Existing,0,316143.362,4834564.74,-79.359380151,43.650939244,"c(-79.3593801476038, 43.6509392415738)"
3614904,13050,BP-22500,195B,Dundas St W,Centre Ave,East,Dundas St W,North,NA,11,NA,Ring,Existing,0,313890.271,4835036.245,-79.387302965,43.655214364,"c(-79.3873029646541, 43.6552143638172)"
3614905,13051,BP-28247,2310,Bloor St W,Bloor St W,North,Durie St,West,NA,04,Bloor West Village,Ring,Existing,0,306437.096,4834502.155,-79.479705628,43.650460581,"c(-79.4797056304202, 43.6504605786251)"
3614906,13052,BP-20256,119,Jefferson Ave,Jefferson Ave,East,Ln S King E Jefferson,North,NA,10,Liberty Village,Ring,Existing,0,311100.843,4833261.302,-79.421905683,43.63926633,"c(-79.421905684055, 43.6392663285505)"
3614907,13053,BP-21931,331,Bremner Blvd,Bremner Blvd,South,Mariner Ter,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313622.315,4833402.902,-79.390651625,43.640515294,"c(-79.3906516292003, 43.6405153003827)"
3614908,13055,BP-32794,601,St Clair Ave W,St Clair Ave W,South,Kenwood Ave,West,NA,12,Wychwood Heights,Ring,Existing,0,311048.939,4838031.963,-79.422493773,43.68220909,"c(-79.4224937742124, 43.6822090921269)"
3614909,13058,BP-23139,77,Florence St,Florence St,South,Ln 2 E Brock S Middleton,East,NA,09,NA,Ring,Existing,0,310225.548,4833942.329,-79.432747474,43.645403401,"c(-79.4327474762001, 43.6454033993966)"
3614910,13061,BP-45267,976,College St,College St,North,Rusholme Rd,East,NA,09,College Promenade,Ring,Existing,0,310604.823,4834822.925,-79.428036708,43.653327089,"c(-79.4280367033643, 43.6533270948541)"
3614911,13070,BP-45283,5041,Yonge St,Yonge St,West,Park Home Ave,South,NA,18,NA,Ring,Existing,0,311813.044,4847617.107,-79.412891581,43.768480377,"c(-79.4128915810904, 43.7684803820307)"
3614912,13071,BP-45282,5140,Yonge St,Yonge St,West,Park Home Ave,South,NA,18,NA,Ring,Existing,0,311813.646,4847613.617,-79.412884146,43.768448958,"c(-79.4128841493017, 43.7684489622686)"
3614913,13072,BP-45281,5140,Yonge St,Yonge St,West,Park Home Ave,South,NA,18,NA,Ring,Existing,0,311813.853,4847612.795,-79.412881585,43.768441557,"c(-79.4128815889156, 43.7684415613519)"
3614914,13086,BP-45301,2114,Bloor St W,Bloor St W,North,Kennedy Park Rd,West,NA,04,NA,Ring,Temporarily Removed,0,307031.131,4834681.63,-79.472340891,43.652074553,"c(-79.4723408953431, 43.652074552993)"
3614915,13087,BP-45302,2114,Bloor St W,Bloor St W,North,Kennedy Park Rd,West,NA,04,NA,Ring,Temporarily Removed,0,307033.674,4834682.408,-79.472309364,43.652081545,"c(-79.4723093668161, 43.6520815484172)"
3614916,13088,BP-45304,2114,Bloor St W,Bloor St W,North,Kennedy Park Rd,West,NA,04,NA,Ring,Temporarily Removed,0,307038.687,4834684.065,-79.472247211,43.65209645,"c(-79.4722472142955, 43.6520964485962)"
3614917,13089,BP-21349,136,Adelaide St E,Adelaide St E,South,Jarvis St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315062.8,4834645.047,-79.372773954,43.651677801,"c(-79.3727739519605, 43.6516778048516)"
3614918,13090,BP-21357,75,King St E,King St E,South,Leader Lane,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314852.089,4834416.052,-79.375390357,43.649619415,"c(-79.3753903530474, 43.6496194204148)"
3614919,13091,BP-21360,68,George St,King St E,South,George St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315220.137,4834527.971,-79.370825735,43.650621779,"c(-79.3708257375384, 43.6506217768966)"
3614920,13092,BP-21364,15,Toronto St,Court St,North,Toronto St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314806.837,4834482.486,-79.375950078,43.650218024,"c(-79.3759500825917, 43.6502180255955)"
3614921,13093,BP-21381,120,Adelaide St E,Adelaide St E,North,Jarvis St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315025.679,4834638.267,-79.373234262,43.651617286,"c(-79.3732342614353, 43.6516172870138)"
3614922,13094,BP-21382,169,Front St E,Front St E,South,Frederick St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315403.01,4834475.4,-79.368559767,43.650145977,"c(-79.3685597720367, 43.6501459834319)"
3614923,13095,BP-20127,38,Spadina Ave,Ln W Spadina N Wellington,East,Wellington St W,North,NA,10,NA,Ring,Existing,0,313276.523,4833798.117,-79.394931348,43.644076787,"c(-79.394931348709, 43.6440767917437)"
3614924,13096,BP-20135,440,Wellington St W,Wellington St W,North,Draper St,East,NA,10,NA,Ring,Existing,0,313087.881,4833739.46,-79.397270515,43.64355092,"c(-79.397270510088, 43.6435509243251)"
3614925,13097,BP-20142,14,Brant St,Brant St,West,Ln S Adelaide E Brant,South,NA,10,NA,Ring,Existing,0,313035.262,4833956.401,-79.397919418,43.645504268,"c(-79.3979194226532, 43.6455042718021)"
3614926,13098,BP-20048,1132,Bay St,Bay St,West,Charles St W,North,NA,11,Bloor-Yorkville,Ring,Existing,0,313744.506,4836510.285,-79.38908566,43.668484443,"c(-79.3890856656248, 43.6684844460906)"
3614927,13099,BP-20061,44,Charles St W,Bay St,East,Charles St W,North,NA,11,Bloor Street,Ring,Existing,0,313749.831,4836554.196,-79.38901891,43.668879635,"c(-79.3890189060225, 43.6688796387662)"
3614928,13100,BP-20063,44,Charles St W,Bay St,East,Bloor St W,South,NA,11,Bloor Street,Ring,Existing,0,313748.094,4836561.04,-79.389040329,43.668941265,"c(-79.3890403319153, 43.6689412646765)"
3614929,13101,BP-20071,55,Bloor St W,Bay St,East,Bloor St W,South,NA,11,Bloor Street,Ring,Existing,0,313740.404,4836589.956,-79.389135207,43.669201636,"c(-79.3891352115038, 43.66920163922)"
3614930,13102,BP-20073,55,Bloor St W,Bay St,East,Bloor St W,South,NA,11,Bloor Street,Ring,Existing,0,313735.905,4836603.628,-79.389190774,43.66932476,"c(-79.3891907744998, 43.6693247592865)"
3614931,13103,BP-20074,423,Richmond St W,Camden St,North,Spadina Ave,West,NA,10,NA,Ring,Existing,0,313187.432,4834169.854,-79.396029886,43.647423937,"c(-79.3960298814466, 43.6474239376316)"
3614932,13104,BP-20077,423,Richmond St W,Camden St,North,Spadina Ave,West,NA,10,NA,Ring,Existing,0,313187.085,4834170.803,-79.396034164,43.647432481,"c(-79.3960341680981, 43.6474324838258)"
3614933,13105,BP-20088,116A,Spadina Ave,Spadina Ave,West,Camden St,South,NA,10,NA,Ring,Existing,0,313194.465,4834144.835,-79.395943087,43.64719865,"c(-79.3959430896915, 43.6471986534997)"
3614934,13106,BP-20094,104,Spadina Ave,Spadina Ave,West,Adelaide St W,South,NA,10,NA,Ring,Existing,0,313219.678,4834059.704,-79.395631878,43.646432071,"c(-79.3956318792508, 43.6464320744871)"
3614935,13107,BP-20103,42,Spadina Ave,Spadina Ave,West,Clarence Sq,North,NA,10,NA,Ring,Existing,0,313279.126,4833854.683,-79.394898191,43.644585931,"c(-79.3948981962297, 43.6445859327713)"
3614936,13108,BP-20111,544,Front St W,Front St W,North,Portland St,West,NA,10,NA,Ring,Existing,0,312932.474,4833498.586,-79.399200427,43.641384443,"c(-79.3992004246205, 43.6413844455812)"
3614937,13109,BP-20115,462,Front St W,Front St W,North,Draper St,East,NA,10,NA,Ring,Existing,0,313105.714,4833562.574,-79.397052187,43.641958507,"c(-79.397052186685, 43.6419585111191)"
3614938,13119,BP-18652,623,Queen St E,Queen St E,South,East Don Roadway,East,NA,14,Riverside District,Ring,Existing,0,316652.922,4835359.054,-79.353045895,43.658081174,"c(-79.3530458892361, 43.6580811752489)"
3614939,13120,BP-31093,30,Harbour St,Bay St,East,Harbour St,North,NA,10,The Waterfront,Ring,Existing,0,314690.143,4833606.561,-79.377412715,43.642335075,"c(-79.3774127132909, 43.6423350812157)"
3614940,13122,BP-20604,29,St Joseph St,St Joseph St,South,St Nicholas St,West,NA,13,NA,Ring,Existing,0,313934.232,4836208.814,-79.386738117,43.665768502,"c(-79.3867381180054, 43.6657685030576)"
3614941,13123,BP-34438,480,Dundas St E,Regent St,West,Dundas St E,North,NA,13,NA,Ring,Existing,0,315715.138,4835560.884,-79.364668542,43.659912261,"c(-79.3646685468967, 43.6599122674393)"
3614942,13124,BP-34258,29,Bellair St,Yorkville Ave,South,Genoa St,West,NA,11,Bloor-Yorkville,Ring,Existing,0,313595.558,4836806.742,-79.390927832,43.671154723,"c(-79.3909278262199, 43.6711547258774)"
3614943,13129,BP-33300,280,Bay St,Bay St,West,King St W,North,NA,10,Financial District,Ring,Existing,0,314440.508,4834343.724,-79.380493753,43.648973815,"c(-79.3804937525902, 43.6489738189486)"
3614944,13130,BP-24118,209,Victoria St,Victoria St,East,Shuter St,North,NA,13,Downtown Yonge,Ring,Existing,0,314576.469,4834973.993,-79.378796941,43.65464531,"c(-79.3787969398143, 43.6546453094465)"
3614945,13131,BP-34069,1660,Bloor St W,Bloor St W,North,Indian Rd,West,NA,04,Bloor By The Park,Ring,Existing,0,308251.06,4835049.789,-79.457215208,43.655383822,"c(-79.4572152100926, 43.6553838227658)"
3614946,13132,BP-40020,177,Wellington St W,Wellington St W,South,Simcoe St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313982.727,4833997.524,-79.386174402,43.645863344,"c(-79.3861743984155, 43.6458633437851)"
3614947,13133,BP-20743,89,Chestnut St,Chestnut St,East,Armoury St,North,NA,10,NA,Ring,Existing,0,314037.224,4834928.516,-79.385482952,43.654242849,"c(-79.3854829546422, 43.6542428482524)"
3614948,13134,BP-27510,3211,Yonge St,Yonge St,East,Ranleigh Ave,North,NA,15,Yonge Lawrence Village,Ring,Existing,0,312625.579,4843127.521,-79.402864539,43.728060611,"c(-79.4028645404838, 43.7280606119687)"
3614949,13136,BP-21699,487,Adelaide St W,Adelaide St W,South,Portland St,West,NA,10,NA,Ring,Existing,0,312794.394,4833962.704,-79.400905017,43.645563635,"c(-79.4009050155421, 43.6455636344743)"
3614950,13137,BP-22179,63,Gould St,Gould St,South,Church St,West,NA,13,NA,Ring,Existing,0,314638.306,4835359.055,-79.378023303,43.658110559,"c(-79.3780233060829, 43.6581105647333)"
3614951,13138,BP-35732,498,Queens Quay W,Queens Quay W,North,Yo-Yo Ma Lane,West,NA,10,The Waterfront,Ring,Existing,0,313305.239,4833055.335,-79.394587101,43.637390414,"c(-79.3945870973838, 43.6373904148932)"
3614952,13139,BP-22234,192,Jarvis St,Jarvis St,West,Ln S Dundas W Jarvis,South,NA,13,NA,Ring,Existing,0,314926.154,4835186.392,-79.374457774,43.656552506,"c(-79.3744577727242, 43.656552504618)"
3614953,13140,BP-26509,3337A,Bloor St W,Bloor St W,South,Lothian Ave,West,NA,03,NA,Ring,Existing,0,303075.969,4833901.281,-79.521370144,43.64505169,"c(-79.5213701474197, 43.6450516961283)"
3614954,13141,BP-32149,366,Oakwood Ave,Rogers Rd,North,Oakwood Ave,West,NA,12,Oakwood Village,Ring,Existing,0,309721.973,4838579.499,-79.438947263,43.687147602,"c(-79.438947259843, 43.6871476035842)"
3614955,13142,BP-26431,522,Dupont St,Dupont St,North,Col. David Shank Lane,East,NA,11,NA,Ring,Existing,0,311580.619,4836996.41,-79.415912312,43.672883099,"c(-79.4159123176589, 43.6728830984357)"
3614956,13143,BP-25049,322,Bloor St W,Bloor St W,North,Madison Ave,West,NA,11,Bloor Annex,Ring,Existing,0,312606.31,4836330.687,-79.403202187,43.666880652,"c(-79.4032021856607, 43.6668806499087)"
3614957,13144,BP-28064,421,Parliament St,Parliament St,East,Woodward Evans Lane,East,NA,13,Cabbagetown,Ring,Existing,0,315505.433,4835878.604,-79.367262268,43.662775209,"c(-79.3672622689842, 43.6627752152577)"
3614958,13145,BP-30294,469,College St,College St,South,Markham St,East,NA,11,Little Italy,Ring,Existing,0,312165.193,4835139.375,-79.408688256,43.656161757,"c(-79.4086882586631, 43.656161755672)"
3614959,13146,BP-44508,14,Queen St W,Queen St W,North,James St,East,NA,13,Downtown Yonge,Ring,Existing,0,314456.05,4834711.662,-79.380294512,43.652285552,"c(-79.3802945127072, 43.6522855528688)"
3614960,13147,BP-30124,940,Bloor St W,Bloor St W,North,Delaware Ave,East,NA,09,Bloorcourt Village,Ring,Existing,0,310627.583,4835740.698,-79.427744637,43.661588108,"c(-79.4277446389335, 43.6615881064105)"
3614961,13148,BP-25705,1,Gore Vale Ave,Queen St W,North,Walnut Ave,West,NA,10,West Queen West,Ring,Existing,0,311951.482,4833984.837,-79.411353074,43.645771435,"c(-79.4113530751587, 43.6457714411986)"
3614962,13149,BP-44453,248,Queens Quay W,Queens Quay W,North,Robertson Cres,East,NA,10,The Waterfront,Ring,Existing,0,314082.787,4833261.701,-79.384946736,43.639238699,"c(-79.3849467355932, 43.6392386976611)"
3614963,13150,BP-30606,500,Queen St E,Queen St E,North,Sumach St,West,NA,13,NA,Ring,Existing,0,316162.952,4835221.741,-79.359123479,43.656852826,"c(-79.3591234739602, 43.6568528244103)"
3614964,13151,BP-26414,610,Bloor St W,Palmerston Ave,East,Bloor St W,North,NA,11,Korea Town,Ring,Existing,0,311768.706,4836092.493,-79.413591494,43.664744906,"c(-79.4135914923259, 43.6647449109464)"
3614965,13152,BP-21945,325,Bremner Blvd,Bremner Blvd,South,Navy Wharf Crt,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313596.971,4833404.018,-79.390965732,43.64052564,"c(-79.3909657372194, 43.6405256459425)"
3614966,13153,BP-24384,75,Cosburn Ave,Cosburn Ave,South,Gowan Ave,North,NA,14,NA,Ring,Existing,0,316798.157,4838780.669,-79.351169164,43.688877806,"c(-79.3511691581513, 43.6888778101964)"
3614967,13154,BP-24409,1021,Pape Ave,Pape Ave,East,Gowan Ave,South,NA,14,Pape Village,Ring,Existing,0,317030.26,4838715.386,-79.348291528,43.688286397,"c(-79.3482915331642, 43.6882863954513)"
3614968,13155,BP-36426,1132,Dupont St,Dupont St,North,Gladstone Ave,North,NA,09,NA,Ring,Existing,0,309795.061,4836527.047,-79.438059677,43.668672351,"c(-79.4380596753102, 43.6686723538885)"
3614969,13157,BP-21439,77,Lombard St,Lombard St,South,Jarvis St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314980.995,4834686.428,-79.373787289,43.652051408,"c(-79.3737872910634, 43.6520514133392)"
3614970,13158,BP-27883,1089,Queen St W,Dovercourt Rd,East,Ln S Queen E Lisgar,North,NA,10,West Queen West,Ring,Existing,0,311081.824,4833690.057,-79.422136424,43.643125865,"c(-79.422136426352, 43.6431258706656)"
3614971,13159,BP-32460,487,Spadina Cres,Spadina Cres,East,Russell St,North,NA,11,NA,Ring,Existing,0,312875.65,4835559.042,-79.399873935,43.659931943,"c(-79.3998739339333, 43.6599319441035)"
3614972,13160,BP-44416,322,King St W,John St,East,Ln N King W John,South,NA,10,Toronto Entertainment District,Ring,Existing,0,313690.926,4834116.146,-79.38978949,43.646934648,"c(-79.3897894941055, 43.6469346463383)"
3614973,13161,BP-33602,1117,Danforth Ave,Danforth Ave,South,Caithness Ave,East,NA,14,THE DANNY Danforth Mosaic,Ring,Existing,0,318174.008,4837908.01,-79.334124167,43.680999276,"c(-79.3341241608318, 43.6809992768939)"
3614974,13162,BP-25859,371,Bloor St W,Bloor St W,South,Madison Ave,East,NA,11,NA,Ring,Existing,0,312688.86,4836336.047,-79.402178499,43.666928025,"c(-79.4021784933174, 43.6669280256336)"
3614975,13164,BP-24829,76,Stafford St,Stafford St,West,Adelaide St W,North,NA,10,NA,Rack,Existing,0,311952.613,4833748.237,-79.411342194,43.643641705,"c(-79.4113421878932, 43.6436417086718)"
3614976,13165,BP-23721,30,Charles St W,Charles St W,North,Yonge St,West,NA,11,Bloor-Yorkville,Ring,Existing,0,313961.55,4836537.489,-79.386393809,43.668726671,"c(-79.3863938036383, 43.6687266747744)"
3614977,13166,BP-35101,22,Yorkville Ave,Yorkville Ave,North,Ln W Yonge N Yorkville,West,NA,11,Bloor-Yorkville,Ring,Existing,0,313782.594,4836871.294,-79.388607355,43.671733541,"c(-79.3886073551677, 43.671733541888)"
